docIdx	label
A8989	soc.religion.christian
A899	comp.graphics
A8990	soc.religion.christian
A8991	soc.religion.christian
A8992	soc.religion.christian
A8993	soc.religion.christian
A8994	soc.religion.christian
A8995	soc.religion.christian
A8996	soc.religion.christian
A8997	soc.religion.christian
A8998	soc.religion.christian
A8999	soc.religion.christian
A9	alt.atheism
A90	alt.atheism
A900	comp.graphics
A9000	soc.religion.christian
A9001	soc.religion.christian
A9002	soc.religion.christian
A9003	soc.religion.christian
A9004	soc.religion.christian
A9005	soc.religion.christian
A9006	soc.religion.christian
A9007	soc.religion.christian
A9008	soc.religion.christian
A9009	soc.religion.christian
A901	comp.graphics
A9010	soc.religion.christian
A9011	soc.religion.christian
A9012	soc.religion.christian
A9013	soc.religion.christian
A9014	soc.religion.christian
A9015	soc.religion.christian
A9016	soc.religion.christian
A9017	soc.religion.christian
A9018	soc.religion.christian
A9019	soc.religion.christian
A902	comp.graphics
A9020	soc.religion.christian
A9021	soc.religion.christian
A9022	soc.religion.christian
A9023	soc.religion.christian
A9024	soc.religion.christian
A9025	soc.religion.christian
A9026	soc.religion.christian
A9027	soc.religion.christian
A9028	soc.religion.christian
A9029	soc.religion.christian
A903	comp.graphics
A9030	soc.religion.christian
A9031	soc.religion.christian
A9032	soc.religion.christian
A9033	soc.religion.christian
A9034	soc.religion.christian
A9035	soc.religion.christian
A9036	soc.religion.christian
A9037	soc.religion.christian
A9038	soc.religion.christian
A9039	soc.religion.christian
A904	comp.graphics
A9040	soc.religion.christian
A9041	soc.religion.christian
A9042	soc.religion.christian
A9043	soc.religion.christian
A9044	soc.religion.christian
A9045	soc.religion.christian
A9046	soc.religion.christian
A9047	soc.religion.christian
A9048	soc.religion.christian
A9049	soc.religion.christian
A905	comp.graphics
A9050	soc.religion.christian
A9051	soc.religion.christian
A9052	soc.religion.christian
A9053	soc.religion.christian
A9054	soc.religion.christian
A9055	soc.religion.christian
A9056	soc.religion.christian
A9057	soc.religion.christian
A9058	soc.religion.christian
A9059	soc.religion.christian
A906	comp.graphics
A9060	soc.religion.christian
A9061	soc.religion.christian
A9062	soc.religion.christian
A9063	soc.religion.christian
A9064	soc.religion.christian
A9065	soc.religion.christian
A9066	soc.religion.christian
A9067	soc.religion.christian
A9068	soc.religion.christian
A9069	soc.religion.christian
A907	comp.graphics
A9070	soc.religion.christian
A9071	soc.religion.christian
A9072	soc.religion.christian
A9073	soc.religion.christian
A9074	soc.religion.christian
A9075	soc.religion.christian
A9076	soc.religion.christian
A9077	soc.religion.christian
A9078	soc.religion.christian
A9079	soc.religion.christian
A908	comp.graphics
A9080	soc.religion.christian
A9081	soc.religion.christian
A9082	soc.religion.christian
A9083	soc.religion.christian
A9084	soc.religion.christian
A9085	soc.religion.christian
A9086	soc.religion.christian
A9087	soc.religion.christian
A9088	soc.religion.christian
A9089	soc.religion.christian
A909	comp.graphics
A9090	soc.religion.christian
A9091	soc.religion.christian
A9092	soc.religion.christian
A9093	soc.religion.christian
A9094	soc.religion.christian
A9095	soc.religion.christian
A9096	soc.religion.christian
A9097	soc.religion.christian
A9098	soc.religion.christian
A9099	soc.religion.christian
A91	alt.atheism
A910	comp.graphics
A9100	soc.religion.christian
A9101	soc.religion.christian
A9102	soc.religion.christian
A9103	soc.religion.christian
A9104	soc.religion.christian
A9105	soc.religion.christian
A9106	soc.religion.christian
A9107	soc.religion.christian
A9108	soc.religion.christian
A9109	soc.religion.christian
A911	comp.graphics
A9110	soc.religion.christian
A9111	soc.religion.christian
A9112	soc.religion.christian
A9113	soc.religion.christian
A9114	soc.religion.christian
A9115	soc.religion.christian
A9116	soc.religion.christian
A9117	soc.religion.christian
A9118	soc.religion.christian
A9119	soc.religion.christian
A912	comp.graphics
A9120	soc.religion.christian
A9121	soc.religion.christian
A9122	soc.religion.christian
A9123	soc.religion.christian
A9124	soc.religion.christian
A9125	soc.religion.christian
A9126	soc.religion.christian
A9127	soc.religion.christian
A9128	soc.religion.christian
A9129	soc.religion.christian
A913	comp.graphics
A9130	soc.religion.christian
A9131	soc.religion.christian
A9132	soc.religion.christian
A9133	soc.religion.christian
A9134	soc.religion.christian
A9135	soc.religion.christian
A9136	soc.religion.christian
A9137	soc.religion.christian
A9138	soc.religion.christian
A9139	soc.religion.christian
A914	comp.graphics
A9140	soc.religion.christian
A9141	soc.religion.christian
A9142	soc.religion.christian
A9143	soc.religion.christian
A9144	soc.religion.christian
A9145	soc.religion.christian
A9146	soc.religion.christian
A9147	soc.religion.christian
A9148	soc.religion.christian
A9149	soc.religion.christian
A915	comp.graphics
A9150	soc.religion.christian
A9151	soc.religion.christian
A9152	soc.religion.christian
A9153	soc.religion.christian
A9154	soc.religion.christian
A9155	soc.religion.christian
A9156	soc.religion.christian
A9157	soc.religion.christian
A9158	soc.religion.christian
A9159	soc.religion.christian
A916	comp.graphics
A9160	soc.religion.christian
A9161	soc.religion.christian
A9162	soc.religion.christian
A9163	soc.religion.christian
A9164	soc.religion.christian
A9165	soc.religion.christian
A9166	soc.religion.christian
A9167	soc.religion.christian
A9168	soc.religion.christian
A9169	soc.religion.christian
A917	comp.graphics
A9170	soc.religion.christian
A9171	soc.religion.christian
A9172	soc.religion.christian
A9173	soc.religion.christian
A9174	soc.religion.christian
A9175	soc.religion.christian
A9176	soc.religion.christian
A9177	soc.religion.christian
A9178	soc.religion.christian
A9179	soc.religion.christian
A918	comp.graphics
A9180	soc.religion.christian
A9181	soc.religion.christian
A9182	soc.religion.christian
A9183	soc.religion.christian
A9184	soc.religion.christian
A9185	soc.religion.christian
A9186	soc.religion.christian
A9187	soc.religion.christian
A9188	soc.religion.christian
A9189	soc.religion.christian
A919	comp.graphics
A9190	soc.religion.christian
A9191	soc.religion.christian
A9192	soc.religion.christian
A9193	soc.religion.christian
A9194	soc.religion.christian
A9195	soc.religion.christian
A9196	soc.religion.christian
A9197	soc.religion.christian
A9198	soc.religion.christian
A9199	soc.religion.christian
A92	alt.atheism
A920	comp.graphics
A9200	soc.religion.christian
A9201	soc.religion.christian
A9202	soc.religion.christian
A9203	soc.religion.christian
A9204	soc.religion.christian
A9205	soc.religion.christian
A9206	soc.religion.christian
A9207	soc.religion.christian
A9208	soc.religion.christian
A9209	soc.religion.christian
A921	comp.graphics
A9210	soc.religion.christian
A9211	soc.religion.christian
A9212	soc.religion.christian
A9213	soc.religion.christian
A9214	soc.religion.christian
A9215	soc.religion.christian
A9216	soc.religion.christian
A9217	soc.religion.christian
A9218	soc.religion.christian
A9219	soc.religion.christian
A922	comp.graphics
A9220	soc.religion.christian
A9221	soc.religion.christian
A9222	soc.religion.christian
A9223	soc.religion.christian
A9224	soc.religion.christian
A9225	soc.religion.christian
A9226	soc.religion.christian
A9227	soc.religion.christian
A9228	soc.religion.christian
A9229	soc.religion.christian
A923	comp.graphics
A9230	soc.religion.christian
A9231	soc.religion.christian
A9232	soc.religion.christian
A9233	soc.religion.christian
A9234	soc.religion.christian
A9235	soc.religion.christian
A9236	soc.religion.christian
A9237	soc.religion.christian
A9238	soc.religion.christian
A9239	soc.religion.christian
A924	comp.graphics
A9240	soc.religion.christian
A9241	soc.religion.christian
A9242	soc.religion.christian
A9243	soc.religion.christian
A9244	soc.religion.christian
A9245	soc.religion.christian
A9246	soc.religion.christian
A9247	soc.religion.christian
A9248	soc.religion.christian
A9249	soc.religion.christian
A925	comp.graphics
A9250	soc.religion.christian
A9251	soc.religion.christian
A9252	soc.religion.christian
A9253	soc.religion.christian
A9254	soc.religion.christian
A9255	soc.religion.christian
A9256	soc.religion.christian
A9257	soc.religion.christian
A9258	soc.religion.christian
A9259	soc.religion.christian
A926	comp.graphics
A9260	soc.religion.christian
A9261	soc.religion.christian
A9262	soc.religion.christian
A9263	soc.religion.christian
A9264	soc.religion.christian
A9265	soc.religion.christian
A9266	soc.religion.christian
A9267	soc.religion.christian
A9268	soc.religion.christian
A9269	soc.religion.christian
A927	comp.graphics
A9270	soc.religion.christian
A9271	soc.religion.christian
A9272	soc.religion.christian
A9273	soc.religion.christian
A9274	soc.religion.christian
A9275	soc.religion.christian
A9276	soc.religion.christian
A9277	soc.religion.christian
A9278	soc.religion.christian
A9279	soc.religion.christian
A928	comp.graphics
A9280	soc.religion.christian
A9281	soc.religion.christian
A9282	soc.religion.christian
A9283	soc.religion.christian
A9284	soc.religion.christian
A9285	soc.religion.christian
A9286	soc.religion.christian
A9287	soc.religion.christian
A9288	soc.religion.christian
A9289	soc.religion.christian
A929	comp.graphics
A9290	soc.religion.christian
A9291	soc.religion.christian
A9292	soc.religion.christian
A9293	soc.religion.christian
A9294	soc.religion.christian
A9295	soc.religion.christian
A9296	soc.religion.christian
A9297	soc.religion.christian
A9298	soc.religion.christian
A9299	soc.religion.christian
A93	alt.atheism
A930	comp.graphics
A9300	soc.religion.christian
A9301	soc.religion.christian
A9302	soc.religion.christian
A9303	soc.religion.christian
A9304	soc.religion.christian
A9305	soc.religion.christian
A9306	soc.religion.christian
A9307	soc.religion.christian
A9308	soc.religion.christian
A9309	soc.religion.christian
A931	comp.graphics
A9310	soc.religion.christian
A9311	soc.religion.christian
A9312	soc.religion.christian
A9313	soc.religion.christian
A9314	soc.religion.christian
A9315	soc.religion.christian
A9316	soc.religion.christian
A9317	soc.religion.christian
A9318	soc.religion.christian
A9319	soc.religion.christian
A932	comp.graphics
A9320	soc.religion.christian
A9321	talk.politics.guns
A9322	talk.politics.guns
A9323	talk.politics.guns
A9324	talk.politics.guns
A9325	talk.politics.guns
A9326	talk.politics.guns
A9327	talk.politics.guns
A9328	talk.politics.guns
A9329	talk.politics.guns
A933	comp.graphics
A9330	talk.politics.guns
A9331	talk.politics.guns
A9332	talk.politics.guns
A9333	talk.politics.guns
A9334	talk.politics.guns
A9335	talk.politics.guns
A9336	talk.politics.guns
A9337	talk.politics.guns
A9338	talk.politics.guns
A9339	talk.politics.guns
A934	comp.graphics
A9340	talk.politics.guns
A9341	talk.politics.guns
A9342	talk.politics.guns
A9343	talk.politics.guns
A9344	talk.politics.guns
A9345	talk.politics.guns
A9346	talk.politics.guns
A9347	talk.politics.guns
A9348	talk.politics.guns
A9349	talk.politics.guns
A935	comp.graphics
A9350	talk.politics.guns
A9351	talk.politics.guns
A9352	talk.politics.guns
A9353	talk.politics.guns
A9354	talk.politics.guns
A9355	talk.politics.guns
A9356	talk.politics.guns
A9357	talk.politics.guns
A9358	talk.politics.guns
A9359	talk.politics.guns
A936	comp.graphics
A9360	talk.politics.guns
A9361	talk.politics.guns
A9362	talk.politics.guns
A9363	talk.politics.guns
A9364	talk.politics.guns
A9365	talk.politics.guns
A9366	talk.politics.guns
A9367	talk.politics.guns
A9368	talk.politics.guns
A9369	talk.politics.guns
A937	comp.graphics
A9370	talk.politics.guns
A9371	talk.politics.guns
A9372	talk.politics.guns
A9373	talk.politics.guns
A9374	talk.politics.guns
A9375	talk.politics.guns
A9376	talk.politics.guns
A9377	talk.politics.guns
A9378	talk.politics.guns
A9379	talk.politics.guns
A938	comp.graphics
A9380	talk.politics.guns
A9381	talk.politics.guns
A9382	talk.politics.guns
A9383	talk.politics.guns
A9384	talk.politics.guns
A9385	talk.politics.guns
A9386	talk.politics.guns
A9387	talk.politics.guns
A9388	talk.politics.guns
A9389	talk.politics.guns
A939	comp.graphics
A9390	talk.politics.guns
A9391	talk.politics.guns
A9392	talk.politics.guns
A9393	talk.politics.guns
A9394	talk.politics.guns
A9395	talk.politics.guns
A9396	talk.politics.guns
A9397	talk.politics.guns
A9398	talk.politics.guns
A9399	talk.politics.guns
A94	alt.atheism
A940	comp.graphics
A9400	talk.politics.guns
A9401	talk.politics.guns
A9402	talk.politics.guns
A9403	talk.politics.guns
A9404	talk.politics.guns
A9405	talk.politics.guns
A9406	talk.politics.guns
A9407	talk.politics.guns
A9408	talk.politics.guns
A9409	talk.politics.guns
A941	comp.graphics
A9410	talk.politics.guns
A9411	talk.politics.guns
A9412	talk.politics.guns
A9413	talk.politics.guns
A9414	talk.politics.guns
A9415	talk.politics.guns
A9416	talk.politics.guns
A9417	talk.politics.guns
A9418	talk.politics.guns
A9419	talk.politics.guns
A942	comp.graphics
A9420	talk.politics.guns
A9421	talk.politics.guns
A9422	talk.politics.guns
A9423	talk.politics.guns
A9424	talk.politics.guns
A9425	talk.politics.guns
A9426	talk.politics.guns
A9427	talk.politics.guns
A9428	talk.politics.guns
A9429	talk.politics.guns
A943	comp.graphics
A9430	talk.politics.guns
A9431	talk.politics.guns
A9432	talk.politics.guns
A9433	talk.politics.guns
A9434	talk.politics.guns
A9435	talk.politics.guns
A9436	talk.politics.guns
A9437	talk.politics.guns
A9438	talk.politics.guns
A9439	talk.politics.guns
A944	comp.graphics
A9440	talk.politics.guns
A9441	talk.politics.guns
A9442	talk.politics.guns
A9443	talk.politics.guns
A9444	talk.politics.guns
A9445	talk.politics.guns
A9446	talk.politics.guns
A9447	talk.politics.guns
A9448	talk.politics.guns
A9449	talk.politics.guns
A945	comp.graphics
A9450	talk.politics.guns
A9451	talk.politics.guns
A9452	talk.politics.guns
A9453	talk.politics.guns
A9454	talk.politics.guns
A9455	talk.politics.guns
A9456	talk.politics.guns
A9457	talk.politics.guns
A9458	talk.politics.guns
A9459	talk.politics.guns
A946	comp.graphics
A9460	talk.politics.guns
A9461	talk.politics.guns
A9462	talk.politics.guns
A9463	talk.politics.guns
A9464	talk.politics.guns
A9465	talk.politics.guns
A9466	talk.politics.guns
A9467	talk.politics.guns
A9468	talk.politics.guns
A9469	talk.politics.guns
A947	comp.graphics
A9470	talk.politics.guns
A9471	talk.politics.guns
A9472	talk.politics.guns
A9473	talk.politics.guns
A9474	talk.politics.guns
A9475	talk.politics.guns
A9476	talk.politics.guns
A9477	talk.politics.guns
A9478	talk.politics.guns
A9479	talk.politics.guns
A948	comp.graphics
A9480	talk.politics.guns
A9481	talk.politics.guns
A9482	talk.politics.guns
A9483	talk.politics.guns
A9484	talk.politics.guns
A9485	talk.politics.guns
A9486	talk.politics.guns
A9487	talk.politics.guns
A9488	talk.politics.guns
A9489	talk.politics.guns
A949	comp.graphics
A9490	talk.politics.guns
A9491	talk.politics.guns
A9492	talk.politics.guns
A9493	talk.politics.guns
A9494	talk.politics.guns
A9495	talk.politics.guns
A9496	talk.politics.guns
A9497	talk.politics.guns
A9498	talk.politics.guns
A9499	talk.politics.guns
A95	alt.atheism
A950	comp.graphics
A9500	talk.politics.guns
A9501	talk.politics.guns
A9502	talk.politics.guns
A9503	talk.politics.guns
A9504	talk.politics.guns
A9505	talk.politics.guns
A9506	talk.politics.guns
A9507	talk.politics.guns
A9508	talk.politics.guns
A9509	talk.politics.guns
A951	comp.graphics
A9510	talk.politics.guns
A9511	talk.politics.guns
A9512	talk.politics.guns
A9513	talk.politics.guns
A9514	talk.politics.guns
A9515	talk.politics.guns
A9516	talk.politics.guns
A9517	talk.politics.guns
A9518	talk.politics.guns
A9519	talk.politics.guns
A952	comp.graphics
A9520	talk.politics.guns
A9521	talk.politics.guns
A9522	talk.politics.guns
A9523	talk.politics.guns
A9524	talk.politics.guns
A9525	talk.politics.guns
A9526	talk.politics.guns
A9527	talk.politics.guns
A9528	talk.politics.guns
A9529	talk.politics.guns
A953	comp.graphics
A9530	talk.politics.guns
A9531	talk.politics.guns
A9532	talk.politics.guns
A9533	talk.politics.guns
A9534	talk.politics.guns
A9535	talk.politics.guns
A9536	talk.politics.guns
A9537	talk.politics.guns
A9538	talk.politics.guns
A9539	talk.politics.guns
A954	comp.graphics
A9540	talk.politics.guns
A9541	talk.politics.guns
A9542	talk.politics.guns
A9543	talk.politics.guns
A9544	talk.politics.guns
A9545	talk.politics.guns
A9546	talk.politics.guns
A9547	talk.politics.guns
A9548	talk.politics.guns
A9549	talk.politics.guns
A955	comp.graphics
A9550	talk.politics.guns
A9551	talk.politics.guns
A9552	talk.politics.guns
A9553	talk.politics.guns
A9554	talk.politics.guns
A9555	talk.politics.guns
A9556	talk.politics.guns
A9557	talk.politics.guns
A9558	talk.politics.guns
A9559	talk.politics.guns
A956	comp.graphics
A9560	talk.politics.guns
A9561	talk.politics.guns
A9562	talk.politics.guns
A9563	talk.politics.guns
A9564	talk.politics.guns
A9565	talk.politics.guns
A9566	talk.politics.guns
A9567	talk.politics.guns
A9568	talk.politics.guns
A9569	talk.politics.guns
A957	comp.graphics
A9570	talk.politics.guns
A9571	talk.politics.guns
A9572	talk.politics.guns
A9573	talk.politics.guns
A9574	talk.politics.guns
A9575	talk.politics.guns
A9576	talk.politics.guns
A9577	talk.politics.guns
A9578	talk.politics.guns
A9579	talk.politics.guns
A958	comp.graphics
A9580	talk.politics.guns
A9581	talk.politics.guns
A9582	talk.politics.guns
A9583	talk.politics.guns
A9584	talk.politics.guns
A9585	talk.politics.guns
A9586	talk.politics.guns
A9587	talk.politics.guns
A9588	talk.politics.guns
A9589	talk.politics.guns
A959	comp.graphics
A9590	talk.politics.guns
A9591	talk.politics.guns
A9592	talk.politics.guns
A9593	talk.politics.guns
A9594	talk.politics.guns
A9595	talk.politics.guns
A9596	talk.politics.guns
A9597	talk.politics.guns
A9598	talk.politics.guns
A9599	talk.politics.guns
A96	alt.atheism
A960	comp.graphics
A9600	talk.politics.guns
A9601	talk.politics.guns
A9602	talk.politics.guns
A9603	talk.politics.guns
A9604	talk.politics.guns
A9605	talk.politics.guns
A9606	talk.politics.guns
A9607	talk.politics.guns
A9608	talk.politics.guns
A9609	talk.politics.guns
A961	comp.graphics
A9610	talk.politics.guns
A9611	talk.politics.guns
A9612	talk.politics.guns
A9613	talk.politics.guns
A9614	talk.politics.guns
A9615	talk.politics.guns
A9616	talk.politics.guns
A9617	talk.politics.guns
A9618	talk.politics.guns
A9619	talk.politics.guns
A962	comp.graphics
A9620	talk.politics.guns
A9621	talk.politics.guns
A9622	talk.politics.guns
A9623	talk.politics.guns
A9624	talk.politics.guns
A9625	talk.politics.guns
A9626	talk.politics.guns
A9627	talk.politics.guns
A9628	talk.politics.guns
A9629	talk.politics.guns
A963	comp.graphics
A9630	talk.politics.guns
A9631	talk.politics.guns
A9632	talk.politics.guns
A9633	talk.politics.guns
A9634	talk.politics.guns
A9635	talk.politics.guns
A9636	talk.politics.guns
A9637	talk.politics.guns
A9638	talk.politics.guns
A9639	talk.politics.guns
A964	comp.graphics
A9640	talk.politics.guns
A9641	talk.politics.guns
A9642	talk.politics.guns
A9643	talk.politics.guns
A9644	talk.politics.guns
A9645	talk.politics.guns
A9646	talk.politics.guns
A9647	talk.politics.guns
A9648	talk.politics.guns
A9649	talk.politics.guns
A965	comp.graphics
A9650	talk.politics.guns
A9651	talk.politics.guns
A9652	talk.politics.guns
A9653	talk.politics.guns
A9654	talk.politics.guns
A9655	talk.politics.guns
A9656	talk.politics.guns
A9657	talk.politics.guns
A9658	talk.politics.guns
A9659	talk.politics.guns
A966	comp.graphics
A9660	talk.politics.guns
A9661	talk.politics.guns
A9662	talk.politics.guns
A9663	talk.politics.guns
A9664	talk.politics.guns
A9665	talk.politics.guns
A9666	talk.politics.guns
A9667	talk.politics.guns
A9668	talk.politics.guns
A9669	talk.politics.guns
A967	comp.graphics
A9670	talk.politics.guns
A9671	talk.politics.guns
A9672	talk.politics.guns
A9673	talk.politics.guns
A9674	talk.politics.guns
A9675	talk.politics.guns
A9676	talk.politics.guns
A9677	talk.politics.guns
A9678	talk.politics.guns
A9679	talk.politics.guns
A968	comp.graphics
A9680	talk.politics.guns
A9681	talk.politics.guns
A9682	talk.politics.guns
A9683	talk.politics.guns
A9684	talk.politics.guns
A9685	talk.politics.guns
A9686	talk.politics.guns
A9687	talk.politics.guns
A9688	talk.politics.guns
A9689	talk.politics.guns
A969	comp.graphics
A9690	talk.politics.guns
A9691	talk.politics.guns
A9692	talk.politics.guns
A9693	talk.politics.guns
A9694	talk.politics.guns
A9695	talk.politics.guns
A9696	talk.politics.guns
A9697	talk.politics.guns
A9698	talk.politics.guns
A9699	talk.politics.guns
A97	alt.atheism
A970	comp.graphics
A9700	talk.politics.guns
A9701	talk.politics.guns
A9702	talk.politics.guns
A9703	talk.politics.guns
A9704	talk.politics.guns
A9705	talk.politics.guns
A9706	talk.politics.guns
A9707	talk.politics.guns
A9708	talk.politics.guns
A9709	talk.politics.guns
A971	comp.graphics
A9710	talk.politics.guns
A9711	talk.politics.guns
A9712	talk.politics.guns
A9713	talk.politics.guns
A9714	talk.politics.guns
A9715	talk.politics.guns
A9716	talk.politics.guns
A9717	talk.politics.guns
A9718	talk.politics.guns
A9719	talk.politics.guns
A972	comp.graphics
A9720	talk.politics.guns
A9721	talk.politics.guns
A9722	talk.politics.guns
A9723	talk.politics.guns
A9724	talk.politics.guns
A9725	talk.politics.guns
A9726	talk.politics.guns
A9727	talk.politics.guns
A9728	talk.politics.guns
A9729	talk.politics.guns
A973	comp.graphics
A9730	talk.politics.guns
A9731	talk.politics.guns
A9732	talk.politics.guns
A9733	talk.politics.guns
A9734	talk.politics.guns
A9735	talk.politics.guns
A9736	talk.politics.guns
A9737	talk.politics.guns
A9738	talk.politics.guns
A9739	talk.politics.guns
A974	comp.graphics
A9740	talk.politics.guns
A9741	talk.politics.guns
A9742	talk.politics.guns
A9743	talk.politics.guns
A9744	talk.politics.guns
A9745	talk.politics.guns
A9746	talk.politics.guns
A9747	talk.politics.guns
A9748	talk.politics.guns
A9749	talk.politics.guns
A975	comp.graphics
A9750	talk.politics.guns
A9751	talk.politics.guns
A9752	talk.politics.guns
A9753	talk.politics.guns
A9754	talk.politics.guns
A9755	talk.politics.guns
A9756	talk.politics.guns
A9757	talk.politics.guns
A9758	talk.politics.guns
A9759	talk.politics.guns
A976	comp.graphics
A9760	talk.politics.guns
A9761	talk.politics.guns
A9762	talk.politics.guns
A9763	talk.politics.guns
A9764	talk.politics.guns
A9765	talk.politics.guns
A9766	talk.politics.guns
A9767	talk.politics.guns
A9768	talk.politics.guns
A9769	talk.politics.guns
A977	comp.graphics
A9770	talk.politics.guns
A9771	talk.politics.guns
A9772	talk.politics.guns
A9773	talk.politics.guns
A9774	talk.politics.guns
A9775	talk.politics.guns
A9776	talk.politics.guns
A9777	talk.politics.guns
A9778	talk.politics.guns
A9779	talk.politics.guns
A978	comp.graphics
A9780	talk.politics.guns
A9781	talk.politics.guns
A9782	talk.politics.guns
A9783	talk.politics.guns
A9784	talk.politics.guns
A9785	talk.politics.guns
A9786	talk.politics.guns
A9787	talk.politics.guns
A9788	talk.politics.guns
A9789	talk.politics.guns
A979	comp.graphics
A9790	talk.politics.guns
A9791	talk.politics.guns
A9792	talk.politics.guns
A9793	talk.politics.guns
A9794	talk.politics.guns
A9795	talk.politics.guns
A9796	talk.politics.guns
A9797	talk.politics.guns
A9798	talk.politics.guns
A9799	talk.politics.guns
A98	alt.atheism
A980	comp.graphics
A9800	talk.politics.guns
A9801	talk.politics.guns
A9802	talk.politics.guns
A9803	talk.politics.guns
A9804	talk.politics.guns
A9805	talk.politics.guns
A9806	talk.politics.guns
A9807	talk.politics.guns
A9808	talk.politics.guns
A9809	talk.politics.guns
A981	comp.graphics
A9810	talk.politics.guns
A9811	talk.politics.guns
A9812	talk.politics.guns
A9813	talk.politics.guns
A9814	talk.politics.guns
A9815	talk.politics.guns
A9816	talk.politics.guns
A9817	talk.politics.guns
A9818	talk.politics.guns
A9819	talk.politics.guns
A982	comp.graphics
A9820	talk.politics.guns
A9821	talk.politics.guns
A9822	talk.politics.guns
A9823	talk.politics.guns
A9824	talk.politics.guns
A9825	talk.politics.guns
A9826	talk.politics.guns
A9827	talk.politics.guns
A9828	talk.politics.guns
A9829	talk.politics.guns
A983	comp.graphics
A9830	talk.politics.guns
A9831	talk.politics.guns
A9832	talk.politics.guns
A9833	talk.politics.guns
A9834	talk.politics.guns
A9835	talk.politics.guns
A9836	talk.politics.guns
A9837	talk.politics.guns
A9838	talk.politics.guns
A9839	talk.politics.guns
A984	comp.graphics
A9840	talk.politics.guns
A9841	talk.politics.guns
A9842	talk.politics.guns
A9843	talk.politics.guns
A9844	talk.politics.guns
A9845	talk.politics.guns
A9846	talk.politics.guns
A9847	talk.politics.guns
A9848	talk.politics.guns
A9849	talk.politics.guns
A985	comp.graphics
A9850	talk.politics.guns
A9851	talk.politics.guns
A9852	talk.politics.guns
A9853	talk.politics.guns
A9854	talk.politics.guns
A9855	talk.politics.guns
A9856	talk.politics.guns
A9857	talk.politics.guns
A9858	talk.politics.guns
A9859	talk.politics.guns
A986	comp.graphics
A9860	talk.politics.guns
A9861	talk.politics.guns
A9862	talk.politics.guns
A9863	talk.politics.guns
A9864	talk.politics.guns
A9865	talk.politics.guns
A9866	talk.politics.mideast
A9867	talk.politics.mideast
A9868	talk.politics.mideast
A9869	talk.politics.mideast
A987	comp.graphics
A9870	talk.politics.mideast
A9871	talk.politics.mideast
A9872	talk.politics.mideast
A9873	talk.politics.mideast
A9874	talk.politics.mideast
A9875	talk.politics.mideast
A9876	talk.politics.mideast
A9877	talk.politics.mideast
A9878	talk.politics.mideast
A9879	talk.politics.mideast
A988	comp.graphics
A9880	talk.politics.mideast
A9881	talk.politics.mideast
A9882	talk.politics.mideast
A9883	talk.politics.mideast
A9884	talk.politics.mideast
A9885	talk.politics.mideast
A9886	talk.politics.mideast
A9887	talk.politics.mideast
A9888	talk.politics.mideast
A9889	talk.politics.mideast
A989	comp.graphics
A9890	talk.politics.mideast
A9891	talk.politics.mideast
A9892	talk.politics.mideast
A9893	talk.politics.mideast
A9894	talk.politics.mideast
A9895	talk.politics.mideast
A9896	talk.politics.mideast
A9897	talk.politics.mideast
A9898	talk.politics.mideast
A9899	talk.politics.mideast
A99	alt.atheism
A990	comp.graphics
A9900	talk.politics.mideast
A9901	talk.politics.mideast
A9902	talk.politics.mideast
A9903	talk.politics.mideast
A9904	talk.politics.mideast
A9905	talk.politics.mideast
A9906	talk.politics.mideast
A9907	talk.politics.mideast
A9908	talk.politics.mideast
A9909	talk.politics.mideast
A991	comp.graphics
A9910	talk.politics.mideast
A9911	talk.politics.mideast
A9912	talk.politics.mideast
A9913	talk.politics.mideast
A9914	talk.politics.mideast
A9915	talk.politics.mideast
A9916	talk.politics.mideast
A9917	talk.politics.mideast
A9918	talk.politics.mideast
A9919	talk.politics.mideast
A992	comp.graphics
A9920	talk.politics.mideast
A9921	talk.politics.mideast
A9922	talk.politics.mideast
A9923	talk.politics.mideast
A9924	talk.politics.mideast
A9925	talk.politics.mideast
A9926	talk.politics.mideast
A9927	talk.politics.mideast
A9928	talk.politics.mideast
A9929	talk.politics.mideast
A993	comp.graphics
A9930	talk.politics.mideast
A9931	talk.politics.mideast
A9932	talk.politics.mideast
A9933	talk.politics.mideast
A9934	talk.politics.mideast
A9935	talk.politics.mideast
A9936	talk.politics.mideast
A9937	talk.politics.mideast
A9938	talk.politics.mideast
A9939	talk.politics.mideast
A994	comp.graphics
A9940	talk.politics.mideast
A9941	talk.politics.mideast
A9942	talk.politics.mideast
A9943	talk.politics.mideast
A9944	talk.politics.mideast
A9945	talk.politics.mideast
A9946	talk.politics.mideast
A9947	talk.politics.mideast
A9948	talk.politics.mideast
A9949	talk.politics.mideast
A995	comp.graphics
A9950	talk.politics.mideast
A9951	talk.politics.mideast
A9952	talk.politics.mideast
A9953	talk.politics.mideast
A9954	talk.politics.mideast
A9955	talk.politics.mideast
A9956	talk.politics.mideast
A9957	talk.politics.mideast
A9958	talk.politics.mideast
A9959	talk.politics.mideast
A996	comp.graphics
A9960	talk.politics.mideast
A9961	talk.politics.mideast
A9962	talk.politics.mideast
A9963	talk.politics.mideast
A9964	talk.politics.mideast
A9965	talk.politics.mideast
A9966	talk.politics.mideast
A9967	talk.politics.mideast
A9968	talk.politics.mideast
A9969	talk.politics.mideast
A997	comp.graphics
A9970	talk.politics.mideast
A9971	talk.politics.mideast
